Period,PE Ratio
2016-10-20,21.0510
2016-10-19,21.1122
2016-10-18,21.4311
2016-10-17,21.0000
2016-10-14,21.0689
2016-10-13,20.8571
2016-10-12,21.0536
2016-10-11,21.2679
2016-10-10,21.6173
2016-10-07,21.3801
2016-10-06,21.5765
2016-10-05,21.8036
2016-10-04,21.8265
2016-10-03,21.7883
2016-09-30,21.7857
2016-09-29,23.4056
2016-09-28,23.6111
2016-09-27,23.6667
2016-09-26,23.1944
2016-09-23,23.4056
2016-09-22,23.1028
2016-09-21,23.1861
2016-09-20,23.0528
2016-09-19,22.9917
2016-09-16,23.0250
2016-09-15,23.1583
2016-09-14,22.4528
2016-09-13,22.4639
2016-09-12,22.4556
2016-09-09,22.1833
2016-09-08,22.8222
2016-09-07,22.9861
2016-09-06,23.2972
2016-09-02,23.1833
2016-09-01,22.7111
2016-08-31,22.5639
2016-08-30,22.7028
2016-08-29,22.6417
2016-08-26,22.5583
2016-08-25,22.6528
2016-08-24,22.8944
2016-08-23,22.8639
2016-08-22,22.6361
2016-08-19,22.7111
2016-08-18,22.4944
2016-08-17,22.1583
2016-08-16,21.6806
2016-08-15,22.0778
2016-08-12,21.5083
2016-08-11,21.6250
2016-08-10,21.8250
2016-08-09,21.8583
2016-08-08,22.0194
2016-08-05,22.1778
2016-08-04,21.7306
2016-08-03,21.8417
2016-08-02,21.3278
2016-08-01,21.2861
2016-07-29,21.2000
2016-07-28,21.1889
2016-07-27,21.2972
2016-07-26,21.3444
2016-07-25,21.3611
2016-07-22,21.2028
2016-07-21,20.9389
2016-07-20,21.3056
2016-07-19,21.2500
2016-07-18,21.7389
2016-07-15,21.6194
2016-07-14,21.6806
2016-07-13,21.5611
2016-07-12,22.0861
2016-07-11,21.9917
2016-07-08,21.7389
2016-07-07,21.2833
2016-07-06,21.3167
2016-07-05,21.0806
2016-07-01,21.0750
2016-06-30,21.0444
2016-06-29,20.9489
2016-06-28,20.6250
2016-06-27,20.3125
2016-06-24,20.7983
2016-06-23,21.6051
2016-06-22,21.2500
2016-06-21,21.4517
2016-06-20,21.3949
2016-06-17,21.1705
2016-06-16,21.3068
2016-06-15,21.1335
2016-06-14,21.1705
2016-06-13,21.0909
2016-06-10,21.3864
2016-06-09,21.6619
2016-06-08,21.6705
2016-06-07,21.9460
2016-06-06,21.7301
2016-06-03,21.6932
